id,building,room,days,start_time,end_time
1,AMD,153,TR,0900AM,1015AM
2,ALP,236,TR,1200PM,0115PM
3,ALP,236,TR,0130PM,0245PM
4,ALP,236,TR,0430PM,0545PM
5,ALP,236,MW,1200PM,0115PM
6,ALP,236,MW,0130PM,0245PM
7,AMD,153,TR,0300PM,0415PM
8,ALP,232,MW,0600PM,0715PM
9,TAH,1007,MW,0430PM,0545PM
10,ALP,235,TR,0600PM,0715PM
11,WEB,ONLINE,R,1030AM,1145AM
12,LIB,3021,TR,1030AM,1145AM
13,WEB,ONLINE,R,1200PM,0115PM
14,LIB,3021,TR,1200PM,0115PM
15,LIB,3021,MW,0430PM,0545PM
16,LIB,3021,MW,0600PM,0715PM
17,LIB,3021,TR,0900AM,1015AM
18,WEB,ONLINE,R,0900AM,1015AM
19,TAH,1007,MW,0900AM,1015AM
20,WEB,ONLINE,MW,0900AM,1015AM
21,ALP,232,MW,1200PM,0115PM
22,WEB,ONLINE,MW,1200PM,0115PM
23,ALP,232,MW,0300PM,0415PM
24,ALP,232,MW,0430PM,0545PM
25,ALP,235,MW,0600PM,0715PM
26,BRH,104,TR,1200PM,0115PM
27,TAH,1026,MW,1200PM,0115PM
28,TAH,1026,MW,0130PM,0245PM
29,MND,2004,MW,0300PM,0415PM
30,TAH,1026,MW,0300PM,0415PM
31,WEB,ONLINE,MW,0300PM,0415PM
32,ALP,232,TR,1200PM,0115PM
33,ALP,232,TR,0130PM,0245PM
34,BRH,104,MW,0430PM,0545PM
35,ARC,1016,MW,1200PM,0115PM
36,ARC,1016,MW,0130PM,0245PM
37,ARC,1016,MW,0430PM,0545PM
38,ALP,232,TR,1030AM,1145AM
39,ALP,204,TR,0730AM,0845AM
40,WEB,ONLINE,TR,0730AM,0845AM
41,WEB,ONLINE,TR,0900AM,1015AM
42,ALP,204,TR,0900AM,1015AM
43,ALP,236,MW,0300PM,0415PM
44,EUR,107,MW,0430PM,0545PM
45,WEB,ONLINE,TR,1030AM,1145AM
46,ALP,204,TR,1030AM,1145AM
47,MND,1003,F,0100PM,0150PM
48,MND,1005,M,0200PM,0250PM
49,WEB,ONLINE,F,0800AM,0850AM
50,BNC,1025,MW,0800AM,0850AM
51,WEB,ONLINE,F,0900AM,0950AM
52,BNC,1025,MW,0900AM,0950AM
53,ALP,235,MW,1200PM,0115PM
54,ALP,235,TR,1200PM,0115PM
55,CLV,145,TR,0530PM,0645PM
56,AMD,150,TR,0900AM,1015AM
57,DLN,2012,MW,0900AM,1015AM
58,DLN,2012,MW,1030AM,1145AM
59,DLN,2012,MW,1200PM,0115PM
60,DLN,2012,MW,0300PM,0415PM
61,DLN,2012,MW,0430PM,0545PM
62,DLN,2012,TR,0900AM,1015AM
63,DLN,2012,TR,1030AM,1145AM
64,DLN,2012,TR,1200PM,0115PM
65,DLN,2012,TR,0130PM,0245PM
66,DLN,2012,TR,0300PM,0415PM
67,DLN,2012,F,0900AM,1150AM
68,DLN,2012,F,0100PM,0350PM
69,MND,4011,MW,0300PM,0415PM
70,BNC,1025,MW,1200PM,0115PM
71,CLV,145,TR,1030AM,1145AM
72,MND,3011,MW,0130PM,0245PM
73,MND,3011,MW,1200PM,0115PM
74,MND,3011,MW,0300PM,0415PM
75,MND,3011,TR,1030AM,1145AM
76,MND,3011,TR,1200PM,0115PM
77,BNC,1025,MW,0130PM,0245PM
78,ALP,235,TR,0900AM,1015AM
79,MND,3011,TR,0130PM,0245PM
80,MND,3011,MW,0900AM,0950AM
81,MND,3011,MW,1000AM,1050AM
82,ALP,235,MW,0130PM,0245PM
83,ALP,235,TR,0300PM,0415PM
84,ALP,235,MW,0300PM,0415PM
85,MND,3011,TR,0900AM,1015AM
86,CLV,145,MWF,1000AM,1050AM
87,CLV,145,MW,1200PM,0115PM
88,CLV,145,TR,0900AM,1015AM
89,CLV,145,TR,1200PM,0115PM
90,MND,4008,TR,0900AM,1015AM
91,MND,3011,MW,0430PM,0545PM
92,MND,3011,MW,0600PM,0715PM
93,CLV,145,TR,0130PM,0245PM
94,CLV,145,TR,0300PM,0415PM
95,MND,4009,TR,1200PM,0115PM
96,MND,1005,TR,0300PM,0415PM
97,CLV,145,MW,0130PM,0245PM
98,CLV,145,MW,0300PM,0415PM
99,MND,4008,MW,1200PM,0115PM
100,MND,3011,TR,0300PM,0415PM
101,ALP,235,TR,1030AM,1145AM
102,ALP,235,TR,0130PM,0245PM
103,MND,4008,TR,1030AM,1145AM
104,MND,4008,TR,1200PM,0115PM
105,CLV,145,MWF,1100AM,1150AM
106,MND,4011,MW,0900AM,1145AM
107,MND,4008,MW,0130PM,0245PM
108,MND,4008,TR,0130PM,0245PM
109,MND,4008,MW,0900AM,1015AM
110,MND,4008,TR,0300PM,0415PM
111,MND,4008,TR,0530PM,0645PM
112,BRH,115,M,0530PM,0820PM
113,MND,1032,T,0530PM,0820PM
114,MND,4008,F,0330PM,0620PM
115,MND,4008,TR,0130PM,0245PM
116,MND,4009,T,0300PM,0400PM
117,MND,4005,W,0530PM,0820PM
118,WEB,ONLINE,TR,0900AM,1015AM
119,MRP,4000A,TR,0900AM,1130AM
120,MRP,4000E,TR,0900AM,1130AM
121,WEB,ONLINE,M,0900AM,1050AM
122,MRP,1009,MW,0900AM,1100AM
123,MRP,1009,MW,0400PM,0600PM
124,MRP,4000A,M,0900AM,1150AM
125,MRP,4000A,W,0900AM,1150AM
126,MRP,4000B,M,1230PM,0330PM
127,MRP,4000B,W,1230PM,0330PM
128,MRP,4000A,M,1230PM,0330PM
129,MRP,4000A,W,1230PM,0330PM
130,MRP,1009,MW,1230PM,0230PM
131,MRP,1009,TR,0900AM,1050AM
132,MRP,1009,TR,0330PM,0530PM
133,MRP,1010,MW,0300PM,0415PM
134,MND,1024,MW,0430PM,0545PM
135,MRP,4000A,R,1230PM,0350PM
136,KDM,145,MW,0900AM,1015AM
137,LIB,3021,MW,1030AM,1145AM
138,MRP,1000,TR,1200PM,0115PM
139,RVR,1015,TR,0430PM,0545PM
140,KDM,145,MW,1200PM,0115PM
141,KDM,268,MW,0800AM,1050AM
142,KDM,268,MW,0400PM,0650PM
143,KDM,268,TR,0800AM,1050AM
144,KDM,268,TR,1200PM,0250PM
145,KDM,268,TR,0400PM,0650PM
146,KDM,268,MW,1200PM,0250PM
147,ART,1004,TR,0800AM,1050AM
148,ART,1003,TR,0800AM,1050AM
149,KDM,104,MW,0900AM,1150AM
150,KDM,107,MW,0900AM,1150AM
151,KDM,104,MW,0100PM,0350PM
152,KDM,107,MW,0100PM,0350PM
153,KDM,131,TR,0800AM,1050AM
154,KDM,131,TR,0100PM,0350PM
155,KDM,101,MW,1200PM,0250PM
156,KDM,110,MW,1200PM,0250PM
157,ART,1023,MW,1200PM,0250PM
158,ART,1023,MW,0900AM,1150AM
159,KDM,145A,F,0900AM,0250PM
160,MRP,1007,F,0900AM,0250PM
161,KDM,266,F,0900AM,0250PM
162,MRP,1007,W,0100PM,0350PM
163,KDM,266,W,0100PM,0350PM
164,KDM,145A,W,0100PM,0350PM
165,WEB,ONLINE,M,0100PM,0350PM
166,KDM,266,TR,0430PM,0720PM
167,MRP,1007,TR,0430PM,0720PM
168,KDM,145A,TR,0430PM,0720PM
169,KDM,145,TR,1030AM,1145AM
170,WEB,ONLINE,TR,0130PM,0245PM
171,KDM,145,TR,0300PM,0415PM
172,AMD,263,W,0430PM,0720PM
173,KDM,145,M,0300PM,0550PM
174,KDM,145,TR,0900AM,1015AM
175,ART,1004,MW,0300PM,0550PM
176,ART,1003,MW,0300PM,0550PM
177,KDM,110,MW,0900AM,1150AM
178,KDM,160,MW,0900AM,1150AM
179,ART,1004,TR,1200PM,0250PM
180,ART,1003,TR,1200PM,0250PM
181,ART,1003,MW,1200PM,0250PM
182,ART,1004,MW,1200PM,0250PM
183,ART,1004,TR,0300PM,0550PM
184,ART,1003,TR,0300PM,0550PM
185,ART,1003,S,0900AM,0250PM
186,ART,1004,S,0900AM,0250PM
187,ART,1003,F,0900AM,0250PM
188,ART,1004,F,0900AM,0250PM
189,ART,1023,MW,0400PM,0650PM
190,KDM,170,MW,1000AM,1050AM
191,KDM,170,MW,1100AM,1150AM
192,KDM,170,TR,0900AM,0950AM
193,KDM,170,TR,1000AM,1050AM
194,KDM,170,TR,0300PM,0350PM
195,KDM,170,TR,0400PM,0450PM
196,KDM,170,MW,0300PM,0350PM
197,KDM,170,MW,0400PM,0450PM
198,KDM,145A,MW,0900AM,1150AM
199,MRP,1007,MW,0900AM,1150AM
200,KDM,266,MW,0900AM,1150AM
201,KDM,107,MW,0400PM,0650PM
202,KDM,104,MW,0400PM,0650PM
203,KDM,145A,T,0100PM,0350PM
204,KDM,266,T,0100PM,0350PM
205,MRP,1007,T,0100PM,0350PM
206,WEB,ONLINE,R,0100PM,0350PM
207,KDM,266,T,0800AM,1050AM
208,WEB,ONLINE,R,0800AM,1050AM
209,MRP,1007,T,0800AM,1050AM
210,KDM,145A,T,0800AM,1050AM
211,KDM,170,MW,1200PM,1250PM
212,KDM,170,MW,0100PM,0150PM
213,KDM,104,MW,0400PM,0650PM
214,KDM,107,MW,0400PM,0650PM
215,KDM,131,MW,0300PM,0550PM
216,KDM,101,TR,0400PM,0650PM
217,KDM,110,T,0400PM,0650PM
218,KDM,160,TR,0400PM,0650PM
219,ART,1023,TR,0100PM,0350PM
220,ART,1023,TR,0100PM,0350PM
221,KDM,160,R,0800AM,1050AM
222,KDM,110,R,0800AM,1050AM
223,KDM,110,R,0500PM,0750PM
224,KDM,266,M,0400PM,0650PM
225,MRP,1007,M,0400PM,0650PM
226,KDM,145A,M,0400PM,0650PM
227,WEB,ONLINE,W,0400PM,0650PM
228,TBA,ARR,MW,0600PM,0850PM
229,TBA,ARR,MW,0300PM,0850PM
230,ART,1003,T,0600PM,0850PM
231,ART,1004,T,0600PM,0850PM
232,ART,1004,T,0600PM,0850PM
233,ART,1003,T,0600PM,0850PM
234,MRP,1007,M,0400PM,0650PM
235,KDM,145A,M,0400PM,0650PM
236,WEB,ONLINE,W,0400PM,0650PM
237,KDM,266,M,0400PM,0650PM
238,ARC,1011,TR,0300PM,0415PM
239,ARC,1011,TR,1200PM,0115PM
240,MRP,1001,TR,1030AM,1145AM
241,MND,3013,TR,0900AM,1015AM
242,AMD,240,TR,0300PM,0415PM
243,TSC,1000,MWF,0900AM,0950AM
244,TSC,1000,MWF,0300PM,0350PM
245,TSC,1000,TR,0130PM,0245PM
246,DLN,1010,W,0100PM,0350PM
247,DLN,1010,F,0100PM,0350PM
248,MND,1024,MWF,1100AM,1150AM
249,TSC,1000,TR,0300PM,0415PM
250,TAH,1004,TR,0300PM,0415PM
251,TAH,1009,TR,0430PM,0545PM
252,TSC,1001,MW,0400PM,0515PM
253,TSC,3027,M,0100PM,0350PM
254,TSC,3027,T,0130PM,0420PM
